bblid,scanid,idemoExclude,idemoExcludeVoxelwise,idemoNoDataExclude,idemoRelMeanRMSMotion,idemoRelMeanRMSMotionExclude,idemoRelMaxRMSMotion,idemoRelMaxRMSMotionExclude,idemoNormCrossCorr,idemoNormCoverage,idemoCoregCrossCorr,idemoCoregCoverage,idemoVoxelwiseCoverageExclude,idemoMeanActivationExclude,idemoRpsMapCorrectionNotApplied
108375,4172,0,0,0,0.039865,0,0.315645,0,0.84059787,0.9929654601,0.81261134,0.9931122386,0,0,0
94612,4173,0,0,0,0.0584197,0,0.503269,0,0.84922863,0.9946403506,0.82223446,0.9959166148,0,0,0
95587,4193,1,1,0,0.252059,0,8.14805,1,0.84523669,0.9989259433,0.81672744,0.9993451815,0,0,0
109593,4194,0,0,0,0.283675,0,3.14241,0,0.84639358,0.9983835978,0.8240373,0.9987616601,0,0,0
107060,4195,0,0,0,0.0715896,0,0.599262,0,0.84300104,0.9790399422,0.82338297,0.9812822701,0,0,0
95123,4201,0,0,0,0.0944358,0,0.411245,0,0.85315523,0.9928325323,0.8182885,0.9934366332,0,0,0
110166,4202,0,0,0,0.0466128,0,0.345771,0,0.83661305,0.9975594454,0.80795665,0.9978010068,0,0,0
109980,4203,0,0,0,0.0511279,0,0.67472,0,0.84919825,0.9975488111,0.82040326,0.9983502358,0,0,0
108428,4209,0,0,0,0.0960713,0,0.671905,0,0.83477584,0.9987930155,0.8176267,0.9991588376,0,0,0
98339,4211,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
98488,4212,0,0,0,0.0754475,0,0.696252,0,0.83941864,0.9969532945,0.81492506,0.9974023532,0,0,0
110103,4214,0,0,0,0.056555,0,0.388366,0,0.85048928,0.9930345826,0.818534,0.9929451175,0,0,0
108701,4215,0,0,0,0.0422834,0,0.283473,0,0.84096923,0.9913862776,0.80021218,0.9910782876,0,0,0
109675,4216,0,0,0,0.0478214,0,0.309596,0,0.83434428,0.9901633417,0.81136363,0.9893638749,0,0,0
98300,4219,1,1,0,0.565387,1,7.74087,1,0.87132476,0.9980645711,0.84379665,0.9987357154,0,0,0
94643,4220,0,0,0,0.25394,0,3.76644,0,0.84588054,0.9978678379,0.8157403,0.9982732905,0,0,0
107929,4222,0,0,0,0.0660474,0,0.762378,0,0.83971402,0.9947839126,0.82209577,0.9968121847,0,0,0
99844,4223,0,0,0,0.163863,0,1.67937,0,0.8622643,0.9944436174,0.83041425,0.9957667798,0,0,0
110354,4241,0,0,0,0.0689137,0,0.550628,0,0.82752849,0.9972351015,0.8084619,0.998567532,0,0,0
102496,4242,0,0,0,0.0217166,0,0.0828094,0,0.83909047,0.9990482369,0.81181887,0.9988836937,0,0,0
105215,4244,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
97124,4245,0,0,0,0.108315,0,0.765064,0,0.85710577,0.9903813434,0.82727705,0.992188929,0,0,0
101155,4248,0,0,0,0.0385724,0,0.335289,0,0.83818055,0.9934546344,0.80910695,0.9939141852,0,0,0
89561,4249,0,0,0,0.111865,0,1.22068,0,0.83921408,0.9975966652,0.81917855,0.998201324,0,0,0
93598,4250,0,0,0,0.0451231,0,0.476472,0,0.83357452,0.9893923604,0.80846815,0.9905116118,0,0,0
97339,4252,0,0,0,0.203179,0,1.38337,0,0.85565667,0.9920775023,0.83179209,0.9936338428,0,0,0
92579,4253,0,0,0,0.025201,0,0.0643655,0,0.84439962,0.9981868647,0.81612608,0.998652087,0,0,0
109301,4254,0,0,0,0.0719956,0,0.666587,0,0.83721195,0.9978040325,0.81127444,0.998581223,0,0,0
109600,4264,0,0,0,0.275726,0,2.34094,0,0.8447524,0.9961610448,0.8230743,0.9971002475,0,0,0
101221,4265,1,1,0,0.238632,0,1.78871,0,0.84315317,0.9969851972,0.81059727,0.99795626,0,1,0
106039,4266,0,0,0,0.0880988,0,0.601402,0,0.8416754,0.9973892978,0.81132797,0.9982196883,0,0,0
103941,4269,0,0,0,0.028926,0,0.0785535,0,0.84930264,0.9926677018,0.81615801,0.9922209815,0,0,0
107642,4270,0,0,0,0.0542661,0,0.364972,0,0.84243273,0.996315241,0.81340533,0.9965550011,0,0,0
94674,4271,0,0,0,0.108539,0,1.92631,0,0.85216221,0.9945924965,0.81652358,0.9958277036,0,0,0
98092,4277,0,0,0,0.176814,0,1.32215,0,0.85876115,0.9972351015,0.83565728,0.9976350184,0,0,0
95460,4278,0,0,0,0.102565,0,0.436172,0,0.83788703,0.9975115914,0.80780068,0.9986643156,0,0,0
97600,4279,0,0,0,0.142882,0,0.648824,0,0.85535867,0.9904026118,0.8334932,0.990923184,0,0,0
109088,4280,0,0,0,0.119763,0,1.95248,0,0.85169344,0.9987345273,0.82265656,0.998695285,0,0,0
106808,4281,1,1,0,0.0583016,0,0.660031,0,0.84726877,0.9957356757,0.81655164,0.9957096439,0,1,0
95257,4284,0,0,0,0.106635,0,1.58707,0,0.85798364,0.9920615509,0.82713912,0.9933591853,0,0,0
110261,4285,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
111372,4287,1,1,0,0.0593048,0,0.639985,0,0.83398298,0.9993406781,0.80948647,0.9994820835,0,1,0
102041,4288,0,0,0,0.102549,0,0.9594,0,0.85221588,0.9917903782,0.82645102,0.9923228538,0,0,0
108286,4293,0,0,0,0.0971237,0,0.598243,0,0.83814979,0.9973839807,0.81055207,0.9981538182,0,0,0
110967,4295,0,0,0,0.147599,0,2.7916,0,0.85435449,0.9961025565,0.82375187,0.9959946372,0,0,0
100278,4296,0,0,0,0.0917061,0,1.41404,0,0.84050876,0.998346378,0.81873139,0.9986809402,0,0,0
110825,4330,0,0,0,0.0686831,0,0.708884,0,0.82949508,0.9987557957,0.7997905,0.9989955,0,0,0
97092,4331,0,0,0,0.0254657,0,0.217024,0,0.84322942,0.997022417,0.82070568,0.9979189915,0,0,0
95745,4332,1,1,0,1.00452,1,11.5097,1,0.87211623,0.9788166235,0.84121205,0.9806149188,0,0,0
82467,4335,0,0,0,0.0503797,0,0.149332,0,0.8356204,0.9700540219,0.8059733,0.9720767882,0,0,0
106057,4338,0,0,0,0.0582755,0,0.492974,0,0.84226804,0.9968894892,0.81786046,0.9980639669,0,0,0
112269,4339,0,0,0,0.0505435,0,0.303581,0,0.84274083,0.9959270918,0.8068418,0.9976692245,0,0,0
96201,4343,0,0,0,0.0658525,0,0.27778,0,0.8531924,0.9976870561,0.82525943,0.9981460093,0,0,0
112463,4352,0,0,0,0.0440407,0,0.120633,0,0.84030608,0.9971393935,0.82258319,0.9981161244,0,0,0
110590,4353,1,1,0,0.065547,0,0.529536,0,0.8346587,0.9977614956,0.8057307,0.9980650761,0,1,0
111848,4361,0,0,0,0.0319645,0,0.190901,0,0.84961862,0.9883767919,0.8293233,0.9909559688,0,0,0
111851,4362,0,0,0,0.0328583,0,0.1795,0,0.84849302,0.9949806458,0.81639325,0.9948807435,0,0,0
100639,4368,0,0,0,0.0961314,0,1.82961,0,0.84926165,0.9972457357,0.81976409,0.9980643141,0,0,0
100174,4370,0,0,0,0.213291,0,2.40682,0,0.85365631,0.996123825,0.82161595,0.9967176597,0,0,0
93867,4371,0,0,0,0.0378941,0,0.281696,0,0.83678311,0.9941618104,0.81280921,0.9945084947,0,0,0
109733,4372,0,0,0,0.0369286,0,0.46106,0,0.85789347,0.9945924965,0.83562983,0.9948996855,0,0,0
97049,4373,0,0,0,0.284969,0,3.73925,0,0.85132215,0.9812571782,0.83204494,0.9786604188,0,0,0
91800,4375,0,0,0,0.0518423,0,0.429073,0,0.85269226,0.971096176,0.81996622,0.9714286025,0,0,0
89502,4376,1,1,0,0.507404,1,5.65809,0,0.84317674,0.96160513,0.81137479,0.9632349834,0,0,0
92014,4377,0,0,0,0.325109,0,1.39952,0,0.85379533,0.9975966652,0.82950133,0.9980130925,0,0,0
105083,4378,0,0,0,0.119712,0,0.602347,0,0.8521698,0.9932206815,0.823074,0.9949553399,0,0,0
93282,4380,0,0,0,0.0281841,0,0.110825,0,0.83729195,0.9972085159,0.82627457,0.9978319866,0,0,0
89184,4381,0,0,0,0.0345331,0,0.16479,0,0.83514423,0.9975541283,0.81574114,0.9982174584,0,0,0
109741,4396,0,0,0,0.142608,0,1.61938,0,0.84520631,0.9924603344,0.81661428,0.9941215098,0,0,0
107631,4397,0,0,0,0.0494687,0,0.28514,0,0.84288508,0.9969958314,0.82438966,0.9982027592,0,0,0
111901,4398,1,1,0,1.04909,1,11.2332,1,0.87857161,0.9961663619,0.85136148,0.9973693792,0,0,0
110509,4399,0,0,0,0.0548518,0,0.315953,0,0.85133605,0.9887489898,0.82104187,0.990174925,0,0,0
97767,4400,0,0,0,0.161749,0,2.36686,0,0.86167955,0.9866487303,0.83181488,0.9871982518,0,0,0
110511,4401,1,1,0,1.22595,1,9.55569,1,0.87568783,0.9918701349,0.85185899,0.9945701993,0,0,0
110510,4402,0,0,0,0.112998,0,0.7491,0,0.8503931,0.9947147901,0.82003535,0.9947075206,0,0,0
100876,4409,0,0,0,0.114301,0,0.65654,0,0.8577637,0.9954751372,0.83124966,0.9972782176,0,0,0
88412,4410,0,0,0,0.296585,0,2.35858,0,0.86680134,0.9882332299,0.84826733,0.991524552,0,0,0
82096,4411,0,0,0,0.0971359,0,1.51023,0,0.86426252,0.9966555362,0.84374872,0.9973339926,0,0,0
114818,4413,0,0,0,0.144877,0,2.08936,0,0.85484133,0.9974531031,0.83002611,0.998362836,0,0,0
97395,4414,0,0,0,0.0459472,0,0.392075,0,0.84091596,0.9956506019,0.81746383,0.9967517008,0,0,0
112608,4415,0,0,0,0.0709247,0,1.38594,0,0.84084475,0.9968363181,0.82533087,0.998189305,0,0,0
113149,4416,0,0,0,0.0645798,0,0.766079,0,0.8328797,0.9862818496,0.81130372,0.9886493498,0,0,0
112624,4417,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
112545,4418,0,0,0,0.0647075,0,0.346259,0,0.83947449,0.9979954486,0.81619158,0.9987433796,0,0,0
112332,4438,0,0,0,0.0342599,0,0.147865,0,0.84544453,0.9956133822,0.8218159,0.9965008127,0,0,0
90783,4439,0,0,0,0.0738856,0,0.669037,0,0.84263207,0.99499128,0.82162625,0.9957143623,0,0,0
108748,4441,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
90785,4442,0,1,0,0.454156,0,5.05308,0,0.8750089,0.9859415543,0.85829083,0.9885142739,1,0,0
97991,4443,0,0,0,0.0826308,0,0.971285,0,0.84348187,0.9826981157,0.81541062,0.9827032313,0,0,0
111102,4444,0,0,0,0.0537293,0,0.420072,0,0.83899488,0.9963843635,0.80646633,0.9970227971,0,0,0
101098,4445,0,0,0,0.4231,0,2.78761,0,0.87794186,0.9932738526,0.84777632,0.9947968874,0,0,0
87604,4448,1,1,0,0.1183,0,1.80584,0,0.85211841,0.9975647625,0.82031324,0.9969977,0,1,0
95992,4449,1,1,0,0.618273,1,6.64849,1,0.86073121,0.9986866732,0.83627023,0.9994060245,0,1,0
113551,4453,1,1,0,0.881805,1,9.9365,1,0.85447802,0.9966395849,0.83624685,0.9975738524,0,1,0
102895,4454,0,1,0,0.187044,0,4.07293,0,0.8463919,0.9603183888,0.81048402,0.9641145224,1,0,0
99578,4462,0,0,0,0.0518086,0,0.508136,0,0.84806404,0.9906206134,0.82164283,0.9913427247,0,0,0
84059,4463,0,0,0,0.0404986,0,0.221467,0,0.83284708,0.9858883832,0.80538155,0.9853347033,0,0,0
109523,4465,0,0,0,0.217129,0,2.51944,0,0.85524876,0.9865104854,0.83167857,0.9893547548,0,0,0
114469,4466,0,0,0,0.0347081,0,0.140275,0,0.8382229,0.9973095411,0.80554529,0.9980110877,0,0,0
90750,4467,0,0,0,0.0934829,0,0.71587,0,0.84548951,0.9976923732,0.82072451,0.9987419252,0,0,0
113111,4469,0,0,0,0.031467,0,0.097158,0,0.82886509,0.997968863,0.80606179,0.9987060242,0,0,0
109083,4476,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
93517,4478,0,0,0,0.117204,0,1.87484,0,0.86668949,0.9941245906,0.84415366,0.9956259261,0,0,0
111873,4479,1,1,0,0.293191,0,7.963,1,0.84833171,0.9860000426,0.83238758,0.9877729643,0,0,0
86690,4480,0,0,0,0.109246,0,0.667292,0,0.85080882,0.99674061,0.82243609,0.9971219643,0,0,0
82311,4481,0,0,0,0.0428872,0,0.250728,0,0.85767974,0.9923220895,0.83024179,0.9937456373,0,0,0
94445,4487,0,0,0,0.124388,0,3.2221,0,0.85774365,0.9923593093,0.82863644,0.9931035575,0,0,0
95010,4488,0,0,0,0.104607,0,2.36957,0,0.85475113,0.9947201072,0.82629271,0.995635136,0,0,0
92362,4489,0,0,0,0.0310958,0,0.129721,0,0.84599755,0.9888234294,0.81897208,0.9890034627,0,0,0
83010,4498,1,1,0,0.181678,0,0.75656,0,0.85483439,0.9865955592,0.828501,0.9882157777,0,1,0
103768,4499,0,0,0,0.0584634,0,0.371469,0,0.84843647,0.9997873155,0.81605525,0.999777241,0,0,0
112799,4500,0,0,0,0.0331909,0,0.216366,0,0.84837371,0.9873984432,0.81483337,0.9861194993,0,0,0
113220,4505,0,0,0,0.0559977,0,0.793024,0,0.84849272,0.9949327917,0.81969089,0.9953147048,0,0,0
113216,4506,0,0,0,0.088975,0,0.646929,0,0.85083519,0.9943266409,0.83136826,0.9961355016,0,0,0
88505,4507,0,0,0,0.195709,0,2.45459,0,0.84989271,0.9942096644,0.82005903,0.9958956913,0,0,0
111663,4511,0,1,0,0.061841,0,0.354727,0,0.82932385,0.9539219023,0.80996619,0.9623684536,1,0,0
93298,4512,0,0,0,0.0441152,0,0.283754,0,0.84387866,0.9912958867,0.81471846,0.9915721019,0,0,0
114824,4513,1,1,0,1.53543,1,12.4048,1,0.88318762,0.9619613765,0.85878193,0.9680352634,1,1,0
114935,4516,0,0,0,0.0363789,0,0.428897,0,0.83819046,0.998154962,0.80922119,0.9986296004,0,0,0
112126,4533,0,0,0,0.0494866,0,1.47164,0,0.84760587,0.9972138331,0.83041829,0.9982974455,0,0,0
86303,4534,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
92500,4540,0,0,0,0.121041,0,3.22489,0,0.84636921,0.9942734698,0.81140139,0.9941063702,0,0,0
93969,4541,0,0,0,0.0307408,0,0.117398,0,0.85010176,0.9972404186,0.82486439,0.9975942529,0,0,0
112755,4543,0,0,0,0.0275249,0,0.0877309,0,0.83297404,0.9961769961,0.81986615,0.9973004349,0,0,0
91152,4544,0,0,0,0.0822704,0,0.892456,0,0.84993444,0.9953794292,0.83292447,0.996471601,0,0,0
95051,4545,0,0,0,0.150644,0,0.779524,0,0.83965562,0.9957356757,0.81095017,0.9967181302,0,0,0
112028,4546,0,0,0,0.0630579,0,0.745877,0,0.84342007,0.9971021737,0.82260681,0.9973837474,0,0,0
109654,4548,0,0,0,0.272256,0,3.95693,0,0.84927028,0.9976870561,0.82068,0.9979508462,0,0,0
89186,4550,0,0,0,0.0518608,0,0.34793,0,0.84282023,0.9852875495,0.80869347,0.9859808466,0,0,0
97513,4558,0,0,0,0.0759991,0,0.773677,0,0.83391072,0.9984155005,0.80398093,0.9985836281,0,0,0
107591,4559,0,0,0,0.121886,0,2.17346,0,0.85025671,0.9867603897,0.82241515,0.9875955679,0,0,0
114131,4560,0,0,0,0.255798,0,2.8846,0,0.86107166,0.995608065,0.83234237,0.9967974147,0,0,0
114790,4566,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
98319,4567,0,0,0,0.14806,0,2.41269,0,0.85161442,0.9942415671,0.82312847,0.9948185971,0,0,0
107516,4570,0,0,0,0.0309635,0,0.208838,0,0.83957224,0.9750467906,0.8082865,0.9760482381,0,0,0
109645,4571,0,0,0,0.0333288,0,0.222189,0,0.83710072,0.9807520525,0.80351394,0.9813111123,0,0,0
110177,4572,0,0,0,0.0682294,0,0.296887,0,0.84470865,0.9968256838,0.81820384,0.9972224667,0,0,0
110828,4573,0,0,0,0.0356216,0,0.219455,0,0.85424914,0.9970649539,0.8301884,0.9979155906,0,0,0
112556,4575,0,0,0,0.050176,0,0.153064,0,0.84894081,0.9964322175,0.81717116,0.9966526252,0,0,0
112694,4576,0,0,0,0.0608526,0,0.679258,0,0.8357324,0.9976392021,0.81207075,0.9981745962,0,0,0
112715,4577,0,0,0,0.0432806,0,0.194857,0,0.83001022,0.9978518866,0.80174088,0.9982197002,0,0,0
108211,4578,0,0,0,0.180665,0,1.52241,0,0.85391021,0.9891052363,0.8295392,0.9917091031,0,0,0
110023,4579,0,0,0,0.080617,0,0.65289,0,0.85210791,0.9908811519,0.82856606,0.9910034164,0,0,0
100761,4581,1,1,0,1.05957,1,8.10979,1,0.87197346,0.9713726658,0.83976346,0.97470678,0,1,0
114326,4582,0,0,0,0.0936307,0,0.997768,0,0.84020691,0.9976870561,0.81634671,0.9975244563,0,0,0
100648,4591,0,0,0,0.0339541,0,0.134379,0,0.8296326,0.9984314518,0.81048679,0.9989251697,0,0,0
90060,4592,0,0,0,0.0667185,0,0.308658,0,0.8436244,0.984745204,0.81436411,0.9855454761,0,0,0
109914,4594,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
103712,4595,0,0,0,0.0573607,0,0.497533,0,0.84123507,0.9980167171,0.8128034,0.9984853311,0,0,0
93156,4596,0,0,0,0.110017,0,1.75301,0,0.85731777,0.9915351568,0.83448175,0.994266346,0,0,0
94492,4608,0,0,0,0.118563,0,0.848995,0,0.83227336,0.9951720618,0.80863113,0.9948260551,0,0,0
112633,4611,0,0,0,0.107514,0,0.577656,0,0.83777602,0.9936354163,0.79933931,0.9940095274,0,0,0
110724,4612,0,0,0,0.0505873,0,0.173973,0,0.85344889,0.9979848144,0.82407039,0.9980244933,0,0,0
112061,4614,0,0,0,0.0399998,0,0.272649,0,0.83859074,0.9972935897,0.81769698,0.9978939031,0,0,0
114616,4615,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
110961,4617,0,0,0,0.0437808,0,0.319435,0,0.85047872,0.9963258752,0.81489611,0.9977782005,0,0,0
115051,4618,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
99399,4620,0,0,0,0.152828,0,1.50899,0,0.85062348,0.9928325323,0.8325114,0.9951927918,0,0,0
84385,4623,0,0,0,0.126631,0,0.802441,0,0.83640865,0.9764451913,0.80446725,0.9800459963,0,0,0
98831,4624,0,0,0,0.0492562,0,0.27098,0,0.84103021,0.9972031988,0.81693803,0.9967448189,0,0,0
87135,4634,0,0,0,0.0272511,0,0.0859045,0,0.85149731,0.9877600069,0.8213759,0.9893867545,0,0,0
112429,4636,0,0,0,0.0457645,0,0.252128,0,0.84470436,0.9949806458,0.81129152,0.9946674731,0,0,0
97694,4637,0,0,0,0.0445997,0,0.298609,0,0.83008205,0.9963311924,0.79724474,0.9954168801,0,0,0
106313,4638,0,0,0,0.070815,0,0.763911,0,0.84544804,0.9956452848,0.82010393,0.9962618762,0,0,0
96585,4639,0,1,0,0.166024,0,2.36574,0,0.85585882,0.9865796079,0.82529481,0.9876235034,1,0,0
111230,4640,0,0,0,0.0495192,0,0.228163,0,0.84315814,0.9887915267,0.81232842,0.9900387196,0,0,0
114857,4641,0,0,0,0.394726,0,3.5314,0,0.85865612,0.9968735378,0.82888863,0.997201784,0,0,0
113204,4646,0,0,0,0.0590464,0,0.455703,0,0.84172319,0.9963205581,0.82531682,0.9976712889,0,0,0
113187,4647,0,0,0,0.241366,0,2.26565,0,0.84540481,0.9954485517,0.81844644,0.9959973771,0,0,0
106473,4650,0,0,0,0.120752,0,1.56645,0,0.84738149,0.9944276661,0.81952341,0.9961279589,0,0,0
88608,4651,0,0,0,0.0667961,0,0.359521,0,0.84773401,0.9957728955,0.82638991,0.9974021659,0,0,0
112573,4653,0,0,0,0.0465698,0,0.266563,0,0.83574871,0.9979741802,0.80796465,0.9984444676,0,0,0
82754,4654,0,0,0,0.019203,0,0.0700979,0,0.84903736,0.9963896806,0.81379834,0.9973853068,0,0,0
115529,4655,0,0,0,0.0327623,0,0.26566,0,0.84534772,0.9884193288,0.81079737,0.9887073363,0,0,0
94433,4676,0,0,0,0.279628,0,4.83385,0,0.86139424,0.9948636693,0.83726859,0.9959409235,0,0,0
102829,4677,0,0,0,0.0305702,0,0.17522,0,0.84938095,0.995842018,0.82497246,0.9957309234,0,0,0
92881,4678,1,1,0,0.174823,0,2.55165,0,0.85076324,0.9941299077,0.82568457,0.9957312439,0,1,0
87563,4679,0,0,0,0.0962505,0,0.82365,0,0.84967211,0.9887543069,0.82471307,0.9885774,0,0,0
113753,4680,0,0,0,0.224619,0,1.75516,0,0.85598906,0.9790505764,0.8297334,0.9810809337,0,0,0
108560,4682,0,0,0,0.0279877,0,0.0949965,0,0.82975576,0.9925135055,0.80762729,0.9938663911,0,0,0
96580,4685,1,1,0,0.582817,1,4.23626,0,0.87606036,0.9926517504,0.84084914,0.9941878917,0,0,0
97904,4686,1,1,0,0.26087,0,2.08804,0,0.85111226,0.9976870561,0.81778731,0.9977808249,0,1,0
98849,4688,0,0,0,0.0471499,0,0.37641,0,0.83303251,0.9936407334,0.80612513,0.9940164599,0,0,0
103682,4691,0,0,0,0.0387159,0,0.228598,0,0.84052534,0.9978837892,0.81342484,0.99822131,0,0,0
107864,4695,0,0,0,0.361599,0,3.44239,0,0.86363832,0.996597048,0.83571086,0.9973238318,0,0,0
112200,4696,1,1,0,0.0805594,0,0.390385,0,0.85340105,0.9943957634,0.825807,0.9950745887,0,1,0
105244,4697,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
100992,4704,0,0,0,0.369471,0,4.43271,0,0.84288181,0.997968863,0.82289724,0.9987340025,0,0,0
115043,4706,1,1,0,0.228423,0,2.43223,0,0.85598095,0.9958579693,0.82694263,0.9972626219,0,1,0
96904,4708,0,0,0,0.0931904,0,0.725395,0,0.84445988,0.9878876176,0.80778993,0.9899699223,0,0,0
98425,4710,0,0,0,0.157068,0,0.843326,0,0.82670745,0.9979475946,0.80245506,0.999041987,0,0,0
116130,4725,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
112145,4729,0,0,0,0.114738,0,3.47628,0,0.85793527,0.9933695606,0.8306221,0.9943868014,0,0,0
114185,4730,0,0,0,0.364249,0,3.11081,0,0.8413084,0.9988568208,0.81540532,0.9992372076,0,0,0
113127,4732,0,0,0,0.082042,0,0.506861,0,0.85045664,0.9967725127,0.82837737,0.9973385155,0,0,0
114436,4733,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
115665,4734,0,0,0,0.0835598,0,0.569027,0,0.84325224,0.995698456,0.8180898,0.996422755,0,0,0
112249,4735,0,0,0,0.0453671,0,0.360855,0,0.84322756,0.9806191246,0.80513193,0.9809533617,0,0,0
114738,4738,0,0,0,0.392802,0,4.02364,0,0.86242434,0.9934440002,0.83684398,0.9946992611,0,0,0
109853,4744,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
108952,4745,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
90050,4746,0,0,0,0.053793,0,0.19466,0,0.85233186,0.9963577779,0.82913981,0.9966686506,0,0,0
90211,4747,0,0,0,0.0609887,0,0.50014,0,0.8413814,0.9969479774,0.82471568,0.9978466743,0,0,0
90281,4754,0,1,0,0.0551855,0,0.642546,0,0.84834934,0.9948636693,0.81971405,0.9955678224,1,0,0
91489,4756,0,0,0,0.0393041,0,0.256039,0,0.84156137,0.9980167171,0.8124585,0.9983588038,0,0,0
112904,4757,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
82003,4763,0,0,0,0.0598475,0,0.521331,0,0.83954476,0.9854895998,0.8224207,0.9875377804,0,0,0
88618,4765,0,0,0,0.124877,0,1.9941,0,0.84006373,0.9914181803,0.81389465,0.9927171629,0,0,0
100873,4766,0,0,0,0.464436,0,4.09394,0,0.84577174,0.9929016547,0.82603116,0.9943995335,0,0,0
110168,4767,0,0,0,0.080722,0,1.86679,0,0.84466689,0.9936885874,0.81956742,0.9960158815,0,0,0
94321,4768,0,0,0,0.141957,0,1.18403,0,0.85209811,0.996219533,0.82394914,0.9958645269,0,0,0
112781,4770,1,1,0,0.888561,1,7.54192,1,0.85758486,0.9924390659,0.83092808,0.9939421559,0,1,0
113668,4775,0,0,0,0.138974,0,2.14493,0,0.83538308,0.9975966652,0.804286,0.9971426929,0,0,0
112792,4776,0,0,0,0.0603001,0,0.571294,0,0.84532177,0.9972191502,0.80963071,0.9974678883,0,0,0
114179,4781,0,0,0,0.0780652,0,0.759035,0,0.84818589,0.9963471437,0.82549127,0.9971223135,0,0,0
114806,4792,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
116046,4794,0,0,0,0.079809,0,1.44338,0,0.84700294,0.9981655962,0.81361338,0.9986802668,0,0,0
93406,4795,0,0,0,0.0512704,0,0.329496,0,0.85382809,0.998676039,0.82891218,0.9994697447,0,0,0
110176,4804,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
115320,4806,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
112812,4807,0,0,0,0.102011,0,1.10806,0,0.85299928,0.9907322728,0.8145078,0.990987606,0,0,0
104078,4808,0,0,0,0.33491,0,3.18592,0,0.85226494,0.997825301,0.83073884,0.9978036417,0,0,0
115267,4810,0,0,0,0.0545551,0,0.576526,0,0.85531697,0.9940714195,0.8308823,0.9944077069,0,0,0
100849,4811,1,1,0,0.20801,0,2.41723,0,0.85621155,0.991450083,0.8277698,0.992566256,1,1,0
95570,4812,0,0,0,0.124223,0,1.09084,0,0.83739499,0.9991386278,0.81389321,0.9993696598,0,0,0
87445,4813,0,0,0,0.0695941,0,0.40346,0,0.83047557,0.9740578077,0.80316096,0.976463106,0,0,0
89731,4814,0,0,0,0.0307117,0,0.319025,0,0.84667492,0.9954272832,0.81611213,0.9961309174,0,0,0
101754,4815,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
96224,4817,1,1,0,0.179961,0,3.67347,0,0.85093628,0.997543494,0.81963189,0.9984363797,0,1,0
113932,4818,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
93267,4824,0,0,0,0.0469788,0,0.210578,0,0.84840249,0.9916680846,0.81635855,0.9926033568,0,0,0
114842,4825,0,0,0,0.0890531,0,1.52829,0,0.83841611,0.9949540602,0.81093331,0.9963265929,0,0,0
113401,4826,0,0,0,0.055811,0,0.521939,0,0.85402266,0.9933801949,0.81889878,0.9936364212,0,0,0
113417,4839,0,0,0,0.054617,0,0.553529,0,0.84238499,0.9966608533,0.81934615,0.9978077788,0,0,0
110508,4843,0,0,0,0.0677434,0,0.595733,0,0.84172292,0.9982666213,0.80078432,0.9982868414,0,0,0
108154,4844,0,0,0,0.103463,0,1.58027,0,0.8494486,0.979454677,0.81604453,0.9819297911,0,0,0
101227,4845,0,0,0,0.212089,0,2.38108,0,0.8446807,0.9944436174,0.81495842,0.9949763168,0,0,0
111857,4852,0,0,0,0.124668,0,1.62165,0,0.8372646,0.9984367689,0.81856943,0.9991967778,0,0,0
109502,4853,0,0,0,0.0825758,0,0.335981,0,0.84412656,0.9922742354,0.83073014,0.9926750719,0,0,0
111884,4854,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,1
116051,4855,0,0,0,0.0411889,0,0.651271,0,0.84907485,0.9937577099,0.82674721,0.9939227323,0,0,0
103739,4859,0,0,0,0.21821,0,3.09417,0,0.85934562,0.9913224723,0.83149165,0.9926344928,0,0,0
95558,4861,1,1,1,NA,0,NA,0,NA,NA,NA,NA,0,0,0
114281,4866,0,0,0,0.0699731,0,0.58314,0,0.8466352,0.9978572037,0.81911497,0.9981768329,0,0,0
